Course	Room	Teacher	Time	Students
001836	PK338	0898918	14:00 - 16:00 T	1051994 1112411 1162423 1162443 3068251 3081234 3085421 3088047 3088571 3089542 3090325 3091169 3091218 3091221 3091870 3092781 3097709 3098317 3126930 3142378 3152667 3177388 3183942 3185122 3185376 3189051 3193996 3194683 3204248 3204279 3205337 3209872 3209873 3210000 3210074 3211727 3213217 3214617 3215666 3217313 3219639 3231826 3232822 3260264 3261847 3262890 3265154 3276024 3304359 3307517 3309190 3315613 3315934 3322149 3322939 3322942 3323189 3323699 3331474 3331578 3331618 3332409 3332410
002175	PK243	3393271	13:30 - 16:00 TH	1051994 1093828 1109276 1112411 1126780 3062828
007087	TAYE	0031573	12:00 - 13:00 MWF	1052099 1071318 1088574 3078232 3090776 3094575 3103193
002470	TAYF	0697660	14:30 - 16:30 T	1056297 1131900 3066423 3188402
004872	TAYF	0348369	19:00 - 21:00 T	1056297 1086904 1096573
005272	TAYE	1137952	11:00 - 12:00 MWF	1057174 1072725 1135687 3069585 3092091 3094738 3098224
001864	CARP25	0031557	9:00 - 10:00 MWF	1057570 1076479 1087579 1091600 1135712
006846	EHII	3402332	13:30 - 16:00 TH	1057570 1060971 1090070 1109742 1152580 1162384 3085126 3085596 3098983 3099676 3183942 3204517
007016	TH110	0316015	9:00 - 10:00 MWF	1141766 1141987 1163131 3067793 3078408 3080142 3087431 3092244 3093411 3110756 3135241 3155346 3191210 3203791 3250904 3302457
007026	PK180	3198619	13:00 - 15:30 T	1057570 1088574 1161679 3062862 3105292 3118027 3118090 3256812
004082	EHLEC	0031578	13:30 - 16:00 TH	1058068 1071318 1071986 1073672 1088139 1091481 1093047 1150784 3059978 3062796 3066589 3070830
011828	PK243	1165592	14:00 - 16:00 T	1058068 1142038 3063516 3063573 3098496
007397	TH110	0603646	10:00 - 11:00 MWF	1058154 1071507 1082986 1088236 1094452 1094776 1122130 3057399 3067156 3069352 3078150 3079816 3082073 3099375
004304	EHIII	3393042	14:00 - 15:00 MWF	1058203 1073523 1109686
008490	PK229	0132890	14:30 - 16:30 T	1058203 3094575
003009	CARP25	0375562	10:00 - 11:00 MWF	1058218 3059978 3177165 3216898
011859	CARP25	3332662	11:00 - 12:00 MWF	1058218 1073671 1087351 3069758 3097153
002394	CARP21	0020988	13:00 - 14:00 MWF	1059105 1096778 1133589 3088147 3105866 3165880 3189715
003528	TAYE	3194193	14:00 - 15:00 MWF	1059105 1070105 1071068 1131900 3063070 3085391
003454	PK336	0599596	11:00 - 12:00 MWF	1059404 1154715 3063303 3065947 3066711 3069455 3073216 3080843 3084658 3089884 3092012 3099676 3104716 3152788 3155201 3215784 3218135
