Course	Room	Teacher	Time	Students
014567	PK20	0056992	12:45 - 14:15 TTH	3579723 3581907 3691981 3576212 3651365 3493748 3649880 3693473 3483640 3561229 3596713 3693840 3694039 3608097 3616918 3693219 3694754 3481894 3630915 3648970 3579645 3680751 3693712 3694712 3710991 3714653 3715174 3717137 3722926 3722992 3728679 3764422 3768197 3789529 3790244 3796237 3796247 3797164 3816104 3816486 3817419 3817487 3817668 3818024 3818064 3818807 3819332 3820038 3820380 3820587 3820732 3820745 3820768 3820885 3820970 3821166 3821231 3821439 3821571 3816722 3818686 3460338 3496439 3689329 3669028
014569	PK20	0898918	13:00 - 14:30 MW	3501476 3579723 3581907 3691981 3651365 3493748 3649880 3693473 3581085 3483640 3561229 3596713 3634695 3663306 3693840 3689500 3693219 3481894 3630915 3648970 3694101 3579645 3680751 3693712 3694668 3694712 3708949 3710991 3714653 3715174 3717137 3722926 3728679 3764422 3768197 3768620 3774808 3789529 3790244 3796237 3796247 3816486 3817419 3817487 3817668 3817962 3818064 3819304 3819332 3820380 3820587 3820745 3820885 3820970 3821166 3821254 3821571 3785953 3816722 3460338 3496439 3689329 3668921 3669028 3797643 3797833
011861	TH110	3555097	13:00 - 16:00 W	3577054 3690361 3820974
002572	PK180	1168490	8:00 - 9:00 MWF	3463439 3581227 3581952 3484894 3576468 3669041
015012	TH110	0827051	13:00 - 15:30 TH	3595071 3818064 3821554
005271	PK180	1137952	19:00 - 21:00 T	3606536 3561516 3577054 3693840 3668420 3580259 3486569 3485816 3576410 3668937
005854	PK180	3212821	13:00 - 16:00 TH	3480937 3650997 3669280 3789315 3668910
008763	PK20	0428728	13:00 - 14:00 MW	3560770 3651487 3561280 3476927 3693219 3669069 3693185 3699536 3699593 3717137 3764422 3768088 3796964 3797206 3797429 3815949 3816463 3817637 3817682 3819433 3819645 3820257 3821047 3635008
002637	PK338	3393853	14:30 - 16:00 F	3478356 3691834 3485727 3486475 3559612 3485327 3486571 3487093 3574543 3578842 3581207
001156	PK180	0493725	19:00 - 22:00 T	3692514 3691962 3650736 3479885 3690346 3632720 3609410 3671929 3774808 3821162
001473	TH110	0853792	13:00 - 14:30 MW	3463560 3485361 3448314 3446353 3576313
010851	PK180	3470402	13:00 - 16:00 W	3667273 3469615 3465103 3485727 3483651 3561280 3467781 3668753
004288	PK180	0123161	14:00 - 16:00 M	3477576 3582182 3694433 3456089 3559900 3561229 3694810 3576358 3576365
007031	PK180	0777265	14:00 - 16:00 W	3487321 3480836 3581207 3692609 3651750
002567	PK338	0207327	13:00 - 14:00 M	3486858 3482739 3650277 3694384 3497948 3669016 3669041 3797614 3797626 3797707 3797824
014629	PK180	3575049	8:30 - 10:30 W	3464855 3465327 3487261 3601391 3439917
013184	TH110	3198619	14:00 - 16:00 F	3592208 3576524 3576533
014982	PK180	0899465	13:00 - 14:00 W	3606293 3559903 3797666 3797806 3797716 3797817
003463	PK338	3818982	11:30 - 13:00 MW	3690020 3581846 3692915 3487621 3689920 3694101 3619323 3768620 3790792 3816860 3817087 3480734 3620520 3690733 3576532
012353	TH110	0031333	10:00 - 11:30 MW	3690043 3695145 3910707
014578	TH110	0031399	11:00 - 12:00 MWF	3691962 3692609
004817	PK338	0321808	19:00 - 22:00 M	3581907 3493748 3692098 3581232 3578921 3481221 3692294 3484361 3669280 3456660 3695643 3576324 3668814 3797827
002671	TH110	0989327	19:00 - 21:00 TH	3465442 3481221
002643	PK180	3811928	13:00 - 16:00 F	3474463 3481643 3460718 3505185 3481862 3576545 3668998
003007	PK180	3764395	11:00 - 12:00 MWF	3485727 3695539 3601391 3476864 3486653 3668941 3668961 3669008 3797686 3797702
013157	TH110	3648007	14:30 - 15:30 MWF	3693286 3572330 3690789
007877	PK338	0031386	13:00 - 15:30 T	3474409 3690361 3612203 3683644 3711797 3796254 3817177 3820768 3820958 3821088 3576586 3797710 3910489
012733	TH110	0910346	9:00 - 10:00 MWF	3476085 3480401 3576463
001562	PK180	3436970	10:00 - 11:00 MWF	3483557 3479712 3693891 3821048 3480734 3559731 3576536 3576557 3668895
001753	TH110	3896859	19:00 - 21:00 T	3479712 3690799 3768034 3485812
004739	TH110	1084458	8:15 - 9:45 TTH	3481075 3668930
014233	PK180	3555097	10:00 - 11:30 MW	3469520 3486141 3481643 3693276 3487505 3486740 3580796 3576370 3576485 3669047
011064	PK338	3195964	15:00 - 16:30 W	3471450 3486623 3483954 3577054 3578707 3576303
003002	PK180	0492580	11:15 - 12:45 TTH	3695027 3481562 3580326 3486844 3486617 3463919 3576483 3667606 3668849 3695271 3797653
014441	TH110	3786642	19:00 - 22:00 T	3693368 3485548
006504	PK20	3451414	14:30 - 16:00 MW	3671851 3690800 3485548 3581980 3560167 3690204 3694780 3695022 3695543 3693813 3767997 3789493 3790492 3797206 3797564 3815949 3818771 3819230 3819676 3820395 3781152 3635008 3822613 3693557 3694012 3689991 3464396
006024	PK20	0554585	10:00 - 11:30 MW	3651605 3596713 3579092 3611135 3613455 3653200 3678350 3678357 3712888 3712905 3716638 3717144 3764207 3768025 3768088 3768625 3774021 3789070 3789283 3789288 3790306 3796247 3797429 3816483 3816554 3816960 3817427 3817487 3817637 3817682 3818274 3818480 3819143 3819332 3819645 3820963 3820970 3821069 3821166 3821359 3821393 3821571 3821589 3821643 3785953
014231	PK180	1168214	13:00 - 14:00 T	3432357 3651816 3648970 3714653 3774943
011986	PK180	3764403	13:00 - 14:00 MWF	3606418 3668386 3616872 3612427 3771747 3789315 3797532 3819367
010844	PK180	0409737	13:00 - 16:00 T	3462565 3476797 3477576 3483587 3690043 3822535 3485417
011203	TH110	0129398	13:00 - 16:00 M	3559612 3578392
003445	PK338	0031359	8:30 - 10:30 W	3581171 3668196 3463560 3485228 3559900 3667654 3820992 3690445 3818686 3480734 3620520
013203	PK338	3098022	14:00 - 16:00 M	3482264 3474140 3667503 3580139 3695539 3695282 3460820 3704166 3789507 3796732 3797164 3818676 3820010 3781152 3819372 3910611
009262	PK20	3555097	12:00 - 13:00 MW	3694428 3694289 3694738 3574543 3576002 3690719 3695554 3764157 3817379 3818676 3580796 3483171 3576391 3576426 3576470 3668796 3668947 3797592 3797667 3797812 3910462 3910478
001761	TH110	0357848	13:00 - 16:00 T	3445680 3471190 3475327 3663306
001230	TH110	0031632	13:15 - 15:15 TH	3446353
014992	PK338	3646542	9:45 - 12:45 T	3483306 3479054 3689348 3680751 3816336 3716057 3485931 3610681 3821552 3576371 3576373 3910611
012665	TH110	3332662	9:45 - 11:15 TTH	3485800 3480836 3486998 3483950
002386	PK180	3839983	9:00 - 10:00 MWF	3580798 3694432 3479085 3559970 3487276 3486787 3576370 3669006
