Course	Room	Teacher	Time	Students
002412	PK180	0031373	12:10 - 16:00 MW	3818805 3931946 4170471 4277616 4282115 3821008 3914498 3969108 4093959 4093989 3929651 4091936 4175377 4095206 4371973 3816203 4001654
016926	PK20	4172051	14:10 - 16:00 T	3667385 3781152 3818805 3937982 4000998 4070957 4096738 4232308 4278366 4282999 3816992 4280607 3852217 4000249 4091767 3817087 4279329 3910321 3929165 4096266 4170477 3905623 4152767 3910645 4072230 4094965 4096358 4263456 4277523 3790928 3819372 3843810 3910765 4093119 4175358 3995719 3693891 4000420 4276031 4279035 4096769 3817379 4087228 4175458 3821589 3792443 4095445
012665	TH224	3332662	9:55 - 12:45 TH	3819177 3819598 3915267 3789806
006500	PK25	0031399	11:40 - 13:00 MW	3819230 3928890 3930674 4043840 4092928 4174231 4180447 4193260 4275431 4280864 4281029 3915243 4175516 4277924 4134616 4278481 3975519 4281002 4091510 4093293 4280947 3910641 3994733 3929776 4095425 4164263 3693891 4086327
004838	PK25	0031373	12:10 - 13:10 MW	3651750 3819585 3823338 3827187 4092675 4092823 4180435 4280375 4280697 4281005 3942061 3816860 3888468 4281294 3910649 4095472 4139961 4280947 3712913 3902196 3928949 3929864 4176086 3820037 4280642 3796926 3821195 4371932
014140	TH110	0031336	19:10 - 21:00 MW	3819628 4078277 4270406 4091163 4175888 4358230 4279855 4281391 3789136 4086337 4093161
012355	TH224	4089714	9:10 - 12:30 T	3819645 3910741
003014	PK25	3332662	9:10 - 12:30 T	3820032 3908117 3913606 3921659 4014292 4023438 4090806 4091672 4091784 4092833 4093015 3821044 3878563 3914724 3910700 4003163 3914814 4092670 4091510 3821632 3905861 4095046 3711406 3930052 3995568 3910582 4373611 3910558 4091805 4277915 3764207
003029	PK180	4354612	9:10 - 12:30 T	3819177 3819598 3914754 3930034 4086240 3653200 4086281 3851913 4086269 4086323 3817637 4086270 3823402 4086260 4086345 4086356 4175347 4086215
002464	PK349	4354604	13:10 - 16:00 T	3821048 3852520 3929800 3930683 3910563
007403	PK180	0031611	14:10 - 16:00 F	3822778 3929235 3910721 3910347 3796237 3722764 3910501 3910555 3910492 3816336 3907037 3913671 4175290 3910848
006538	PK180	4092861	13:10 - 14:00 T	3823092 3903994 3914515 4280525 4175394 3816963 4161057 3458065 4003434 3914502 4086387 4095472 3914371 3904320 4277162 4175492 3666995
015248	DAL119	4172060	14:40 - 16:00 MW	3823192 3929575 3852217 4175478 4086270
