Course	Room	Teacher	Time	Students
003454	PK278	0599596	13:00 - 16:00 W	3667311 3759552 3764613 3819628 3691228 3856450 3823311 3819372
012886	PK278	1084458	9:00 - 10:00 MWF	3668386 3819230 3797586 3904102 4170472 3652177
005215	PK349	3555097	13:00 - 14:30 F	3666570 3667381 3475959 3820395 3693092 3695542 3910612 4094613 4095445 4095985 3910558
013620	PK278	1020104	13:00 - 16:00 F	3667381 3668538 3690799 3816924 3820588 3822122 3694813 3930890 3860451 3797649 3910556 3910647 4086445 4086449 4174897
004036	PK338	3460456	14:30 - 16:00 M	3667453 3816722 3816960 3819177 3792350 3486653 3793612 3768034 3694668 3821180
011528	PK338	0431946	14:00 - 16:00 F	3667453 3929575 3823438 3669280
005258	PK338	4170165	14:15 - 15:45 TTH	3417643 3667608 3797685
007060	PK338	0031573	10:00 - 11:30 MW	3667608 3693501 3694318 3910561
004013	PK349	3460456	19:00 - 22:00 T	3667676 3851345 3913210 3913185 3928911 3930083 3914354 3904254 3910321 3930042 3885128 3915155 4000336 4002075 4070957 4075429 3909951 4175441 3930135
004840	PK278	0697660	19:00 - 20:00 TH	3667676 3910630 3910691 4094175
006587	PK278	0031399	19:00 - 21:00 MW	3668195 3692285 3692514 3493931 3690800 3592208 3694798 3668812 3797806
014784	PK349	3814283	14:00 - 15:30 T	3915040 3397771 3695539 3869959 4086391
002415	PK349	1051497	13:00 - 15:30 T	3668623 3816722 3846920 3929800 3597365 3913863 3818805 3911124 3692380 3756293 3797590 3797692 3822886 3910645 4086214 4086301 4086333 3820010
004280	PK349	0949010	13:00 - 14:30 MW	3675467 3631042 3797266 3759092 3821269 3929864 3797728 3797831 3910605 4086249 4086340 4000229
003427	PK349	3818518	14:00 - 16:00 F	3652473 3690020 3797564 3852217 3929165 3651412 3599090 3901004 3694813 3915038 3930891 3797719 3797855 3929572 3620520 3819542 3914525
003554	PK349	0599596	14:00 - 16:00 M	3667404 3667677 3690020 3692766 3693891 3797564 3691228 3694813 3818675 3819304 3797855 3797877 3620520 3910604
013214	PK278	3470325	13:00 - 14:00 W	3832060 3797192 3844962 3904102 3559872
013616	PK278	0375562	15:30 - 17:30 TH	3691748 3694415 3695027 3817637 3820405 3821359 3695510 3690778 3797674
004283	PK349	1165566	13:00 - 15:30 F	3823130 3914968 3823391 3579867 3930841 3694810 3691140 3821269 3632720 3913862 3797629 3797848 3910497 3910762 4000229 3797611 3797648 4086505
013171	PK20	3092941	16:00 - 18:00 M	3692519 3759552 3819628 3821729 3578714 3634695 3600785 3692761 3630915 3619323 3650874 3665045 3796974 3815902 3561026 3819372
012730	PK278	3996795	12:00 - 13:00 MWF	3692756 3797324 3819628 3789175
007381	PK20	0031611	15:00 - 16:30 F	3651750 3652353 3667453 3693219 3694712 3712913 3722992 3788743 3818746 3820729 3822778 3904965 3913396 3931962 3576002 3596492 3904320 3915036 3930705 3817969 3854016 3911054 3722764 3819613 3592208 3600785 3797192 3630501 3651605 3724014 3578191 3929235 3559464 3650228 3689328 3910848 3913807 3576460 3797619 3910538 3910583 4086480 3797803 3910347
004285	PK349	0802802	19:00 - 21:00 M	3693473 3930683 3759092 3639603 3769368 3902667 3789439 3455037 3721994 3797631 3910556 4086301 4086488 4092823 3789573 3667606 3914525
007006	PK20	3996726	14:00 - 16:00 M	3693501 3821687 3913606 3819353 3668130 4096266 3928826 3931449 3953825 4000862 4003131 4003415 4023438 4043840 4050929 4070957 4091163 4093970 4095302 4095309
015853	PK338	3927894	8:15 - 9:45 TTH	3693501 3820405 3914745 3691925 3930083 3768356 3860451 3910663 4086296 4086503 3797331
015444	PK278	0162976	13:00 - 16:00 T	3694415 3695345 3498772 3694012 3695434 3797666 3581851
006038	PK278	3393847	11:15 - 12:45 TTH	3694417 3821044 3692796 3910569 3910715 4086358 4086378 4086400 4086448 4086496 3929468 4086359
007081	PK338	0316015	13:00 - 16:00 T	3611135 3694481 3815949 3488858 3687862 3618222 3797772 3797824 3797835
006023	PK20	3839982	12:45 - 14:15 TTH	3694741 3764613 3797206 3832060 3901484 3901691 3914745 3914928 3915044 3758045 3819230 3579645 3930301 3995730 3652276 3821254 3911054 3901004 3576990 3807883 3816708 3816970 3929704 3813457 3902667 3905715 3930237 3930260 3930891 3790492 3823151 3904254 3915203 3930026 3930220 3692380 3910617 3930190 4086216 4086357 4086457 3910646 3880322 3884178 3885128 3890005 3894530 3901731 3904324 3904389 3910427 3913768 3914449 3915711 3920306 3928949 3929289 3931451 3964183 3968696 3969012 3969305 3987067 3991180 3994726 4000195 4000763 4000998 4001654 4002204 4003045 4035604 4087228 4089004 4091784 4091899 4092144 4092633 4093015 4093159 4093161 4093282 4093611 4093973 4094012 4094613 4094640 4094813 4095001 4095053 4095079 4095088 4095133 4095206 4095425 4095897 3691794 3891249 3928589 3988502 4175388 4175389 4175393 3581247 3909951 4175344 4175478 4175502 4175322
015881	PK349	0247216	13:00 - 16:00 T	3619718 3694741 3695643 3816860 3642332 3645720 3693565 3821886 4086370 3609410
011305	PK349	0029059	16:00 - 17:30 W	3694791 3789507 3852791 3581274 3796148 3856450 3689893 3821088 3652373 3797634 4001881
004809	PK349	3194193	11:00 - 12:00 MWF	3695201 3930162 3788919 3486653 3692852 3906250 3616872 3759337 3834370 3910497 3910511 4086270 3910646 3823338 4000483 4003199 4023381 4037411
015113	PK349	0820103	19:00 - 21:30 T	3597302 3819598 4091039 3690733 3930042 3910567 4017901 4093973 3620520 3929894 3790244 3578910 4176465
003445	PK278	0031359	13:00 - 16:00 TH	3699561 3904411 3930303 3691228 3773692 3914724 3652373 3818675 4086410 4095965
015867	PK338	4168989	16:30 - 18:00 TH	3652473 3699561 3691962
013185	PK349	0125630	13:00 - 15:00 T	3709927 3818122 3816463 3817419 3910470 3910483
014113	PK349	0827051	13:00 - 16:00 F	3712905 3905822 3576990 3823307 3930469 3818064 3910463 4086230 4086303 4086336 4086337 3901577 3931466 4041708 3820963 4175385 4175466 4086385
015888	PK20	4170297	10:45 - 12:45 W	3692285 3715444 3789529 3818024 3819304 3596713 3690346 3797671 3797825 3797849 3910544 4086506 3790244
007391	PK20	0031631	19:00 - 21:00 MW	3712913 3717137 3722992 3796007 3816924 3816992 3817682 3818746 3820729 3821231 4091039 3931323 3651033 3724014 3768088 3816970 3821016 3693185 3559464 3595163 3620017 3689328 3690652 3692187 3694780 3797612
014567	PK20	0898918	19:00 - 20:30 TTH	3716140 3721962 3821729 3851345 3852791 3902905 3914344 3914515 3915054 3821440 3912597 3817969 3854016 3910185 3808480 3789283 3823307 3823438 3914502 3914814 3795919 3823228 3903994 3928966 3929222 3460343 3653119 3819393 3861195 3901722 3930302 3930865 3797718 3910617 4086314 4086477 3560236 3822201 3847931 3883991 3901731 3904324 3905830 3914552 3915099 3915711 3918056 3921208 3923376 3931453 3931466 3931946 3957394 3968696 3970633 3989696 3994726 3995568 3995802 4001588 4001999 4002075 4002094 4002909 4003130 4040430 4043549 4088956 4091805 4092290 4092767 4093015 4093026 4093066 4093136 4093161 4093612 4093989 4095053 4095086 4095309 4095472 4095876 4095897 4095930 3619216 3928589 4077315 3821273 3930253 4086499
003014	PK278	3332662	10:00 - 11:30 MW	3730202 3820405 3820588 3914754 3667749 3819598 3577703 3630501 3930168 3914354 3789246 3694012 3930042 3689944 3763675 3797602 3797634 3797666 3797733 3910468 3910667 4093370 3910661
